,date,user_id,text,like,tag,pp_text,like_point
427,2019-10-01T19:43:14.000Z,heinemax,@mortensmax den arbejdsstilling ødelagde min ryg. Jeg kan hentes i krematoriet senere i dag.,45주답글 달기,,mortensmax den arbejdsstillingdelagde min rygJeg kan hentes i krematoriet senere i dag,0
428,2016-07-07T22:05:48.000Z,hoshipy_,う！これ😋🍴💕美味しい❗ハニー　🌽 この間のXIAコンでお隣に座っていらした韓国ペンさんからいただいた物　買ってこようかな✋#seaweedcrisps #honey&corn,27,#honeycorn,XIAseaweedcrispshoney corn,27
429,2016-07-07T22:05:48.000Z,lovemiko87,私も食べたことあるよ。2月に行った時に韓国の友達から教えてもらったの。美味しいよね。,214주답글 달기,,,0
430,2016-07-07T22:05:48.000Z,hoshipy_,@lovemiko87 朝　つまんだら　Dさまと　止まらなくなっちゃった(笑)　美味しかったから　今度買ってこようかと🎵,214주답글 달기,,lovemiko87 D,0
431,2016-07-07T22:05:48.000Z,lovemiko87,@hoshipy_ でも、なかなかなかったのよ。すぐに見つかるといいね。,214주답글 달기,,hoshipy,0
432,2016-07-07T22:05:48.000Z,hoshipy_,@lovemiko87 あら！そうなの……余計にほしくなりました(笑),214주답글 달기,,lovemiko87,0
433,2016-07-07T22:05:48.000Z,lovemiko87,@hoshipy_ コンビニが狙い目かも,214주답글 달기,,hoshipy,0
434,2016-07-07T22:05:48.000Z,hoshipy_,@lovemiko87 ありがとう🎵,214주답글 달기,,lovemiko87,0
435,2019-01-26T07:10:45.000Z,shewfei,Saturday be like #seaweedcrisps,15,#seaweedcrisps,Saturday be likeseaweedcrisps,15
436,2016-05-20T17:55:36.000Z,greatkidssnacks,"LAST DAY to Enter for your chance to win a snack box packed full of #AnnieChuns #seaweedcrisps! To enter: 1.follow GREAT Kids Snacks​ and Annie Chun's Inc.​ 2.like this post. 3.comment with your friend's names. Annie Chun’s took its classic seaweed snack and layered them over hearty, crunchy brown rice chips. Munch on these without the guilt because Seaweed Crisps are free of gluten and cholesterol, and have only 80 calories and 0 grams of trans-fat per serving.#GREATKidsSnacks #healthy #healthykids #healthysnack #kids #snacktime #giveaway #snackbox #momlife #dadlife #parenting #fitkids #activekids #fitmom #fitdad #parenthood #motherhood #win #glutenfree #giveaway #contest",43,#AnnieChuns #seaweedcrisps #healthy #healthykids #healthysnack #kids #snacktime #giveaway #snackbox #momlife #dadlife #parenting #fitkids #activekids #fitmom #fitdad #parenthood #motherhood #win #glutenfree #giveaway #contest,LAST DAY to Enter for your chance to win a snack box packed full ofAnnieChunsseaweedcrispsTo enter1 follow GREAT Kids Snacksand Annie Chun s Inc 2 like this post3 comment with your friend s namesAnnie Chun s took its classic seaweed snack and layered them over heartycrunchy brown rice chipsMunch on these without the guilt because Seaweed Crisps are free of gluten and cholesteroland have only 80 calories and 0 grams of trans fat per servingGREATKidsSnackshealthyhealthykidshealthysnackkidssnacktimegiveawaysnackboxmomlifedadlifeparentingfitkidsactivekidsfitmomfitdadparenthoodmotherhoodwinglutenfreegiveawaycontest,43
437,2016-05-20T17:55:36.000Z,isifitness,@ironcaesar,220주답글 달기,,ironcaesar,0
438,2016-05-20T17:55:36.000Z,ironsovereign,@isifitness,220주답글 달기,,isifitness,0
439,2016-05-20T17:55:36.000Z,sarah_lit,These all look amazing! ❤️,219주답글 달기,,These all look amazing,0
440,2016-05-20T17:55:36.000Z,greatkidssnacks,@sarah_lit Thanks! We look forward to being able to provide your family with the GREAT Kids Snack Box experience. Click on the link in our bio to order your box today.,219주답글 달기,,sarah lit ThanksWe look forward to being able to provide your family with the GREAT Kids Snack Box experienceClick on the link in our bio to order your box today,0
441,2019-01-08T15:40:00.000Z,ctkvte,Raided the Thai supermarket!#thai #thaifood #thaisnacks #durian #pocky #tomyum #seaweedcrisps,12,#thaifood #thaisnacks #durian #pocky #tomyum #seaweedcrisps,Raided the Thai supermarketthaithaifoodthaisnacksdurianpockytomyumseaweedcrisps,12
442,2019-01-08T15:40:00.000Z,jennaupton323,I wasn’t fussed on the seaweed crisps xx,83주답글 달기,,I wasn t fussed on the seaweed crisps xx,0
443,2017-09-15T22:17:22.000Z,daytodayvegan,These are addictive (and expensive) send help #vegan #vegansnacks #govegan #veganfoodshare #plantbased #whatveganseat #snacks #seaweed #seaweedcrisps,34,#vegan #vegansnacks #govegan #veganfoodshare #plantbased #whatveganseat #snacks #seaweed #seaweedcrisps,These are addictiveand expensivesend helpveganvegansnacksgoveganveganfoodshareplantbasedwhatveganseatsnacksseaweedseaweedcrisps,34
444,2017-09-15T22:17:22.000Z,veganasi,Seaweed crisps are the best!,151주답글 달기,,Seaweed crisps are the best,0
445,2017-09-15T22:17:22.000Z,mogulgrind,Cheers to healthy living,151주답글 달기,,Cheers to healthy living,0
446,2016-05-06T22:19:03.000Z,randomramblinghan,"Bought these yummy bits with  my food shopping today (basil tofu 😆 @bananiella) 👌 all vegan, for anyone who's interested 😊 also, the Meridian was on offer for £1.50 in Sainsburys, and the crisps and tofu were £1.99 and £2.50 (I think) respectively- both from a shop called Soundbites in Derby ☺ #food #foodie #healthy #healthyfood #vegetarian #vegetarianfood #vegan #veganfood #crisps #seaweedcrisps #tofu #basiltofu #peanutbutter #Meridianpeanutbutter #crunchy #wholefoods #lowfat #protein #carbs #goodfat #expensive #expensivebutworthit #edfam #fitfam #foodisfuel #activelifestyle #energy #strongnotskinny #foodshopping",57,#food #foodie #healthy #healthyfood #vegetarian #vegetarianfood #vegan #veganfood #crisps #seaweedcrisps #tofu #basiltofu #peanutbutter #Meridianpeanutbutter #crunchy #wholefoods #lowfat #protein #carbs #goodfat #expensive #expensivebutworthit #edfam #fitfam #foodisfuel #activelifestyle #energy #strongnotskinny #foodshopping,Bought these yummy bits withmy food shopping todaybasil tofubananiellaall veganfor anyone who s interested alsothe Meridian was on offer for1 50 in Sainsburysand the crisps and tofu were1 99 and2 50I thinkrespectivelyboth from a shop called Soundbites in DerbyfoodfoodiehealthyhealthyfoodvegetarianvegetarianfoodveganveganfoodcrispsseaweedcrispstofubasiltofupeanutbutterMeridianpeanutbuttercrunchywholefoodslowfatproteincarbsgoodfatexpensiveexpensivebutworthitedfamfitfamfoodisfuelactivelifestyleenergystrongnotskinnyfoodshopping,57
447,2016-05-06T22:19:03.000Z,heather_swain32,@hananabanana96 my favourite peanut butter :3,222주답글 달기,,hananabanana96 my favourite peanut butter3,0
448,2016-05-06T22:19:03.000Z,randomramblinghan,"@heather_swain32 my third favourite- WholeEarth is my first, Proper Nutty is my second 😉",222주답글 달기,,heather swain32 my third favouriteWholeEarth is my firstProper Nutty is my second,0
449,2016-05-06T22:19:03.000Z,heather_swain32,@hananabanana96 i must try these others,222주답글 달기,,hananabanana96 i must try these others,0
450,2016-05-06T22:19:03.000Z,randomramblinghan,@heather_swain32 any peanut butter that is over 90% peanuts is cool with me 👍,222주답글 달기,,heather swain32 any peanut butter that is over 90peanuts is cool with me,0
451,2016-05-06T22:19:03.000Z,heather_swain32,@hananabanana96 definately i buy peanut butter for the peanuts not any added extras XD,222주답글 달기,,hananabanana96 definately i buy peanut butter for the peanuts not any added extras XD,0
452,2016-05-06T22:19:03.000Z,dylantysonellis,This is spot on 👌,222주답글 달기,,This is spot on,0
453,2016-05-06T22:19:03.000Z,randomramblinghan,"@heather_swain32 same! I found a 'High protein' pb in Sainsburys in town, but it was only like 71% peanuts and was only like 3g higher in protein per 100g than Meridian 😕",222주답글 달기,,heather swain32 sameI found aHigh proteinpb in Sainsburys in townbut it was only like 71peanuts and was only like 3g higher in protein per 100g than Meridian,0
454,2016-05-06T22:19:03.000Z,randomramblinghan,@dylantysonellis 👍,222주답글 달기,,dylantysonellis,0
455,2016-05-06T22:19:03.000Z,randomramblinghan,"@holliegetsbetter the peanut butter is from Sainsburys, but the other two are from a vegetarian/vegan shop in my local town, called Soundbites xx",222주답글 달기,,holliegetsbetter the peanut butter is from Sainsburysbut the other two are from a vegetarian vegan shop in my local towncalled Soundbites xx,0
456,2016-05-06T22:19:03.000Z,labelfreepodcast,Awesome :),222주답글 달기,,Awesome,0
457,2016-05-06T22:19:03.000Z,heather_swain32,@hananabanana96 probably added some wierd protein into it XD,222주답글 달기,,hananabanana96 probably added some wierd protein into it XD,0
458,2016-05-06T22:19:03.000Z,royalty.403,Nice 😍,219주답글 달기,,Nice,0
459,2017-09-15T05:01:28.000Z,parfait1108,やめられない🎶とまらない🎶bibigoのSEAWEED CRISPS 김스낵🌟このHot Spicy Flavorが大好きで大好きで…韓国海苔とライスチップスの二重構造？でパリッパリの食感。口に入れた時は甘じょっぱくて、後からピリッとくる！ビールに最高！！辛さも控えめだしピリ辛イケる人にはHot Spicy Flavorが断然おすすめ✨でもOriginal Flavorも美味しいです！#seaweedcrisps #김스낵 #bibigo #韓国海苔 #海苔チップス #ハーモニーマート #明洞マート #レモンマート #ロッテマート#韓国 #ソウル #韓国語 #韓国語勉強 #韓国語勉強中 #韓国旅行 #ハングル #한국 #한국여행 #한국어 #한국어공부 #🇰🇷 #korea,143,#bibigo #korea,bibigo SEAWEED CRISPS Hot Spicy FlavorHot Spicy FlavorOriginal Flavor seaweedcrisps bibigo korea,143
460,2017-09-15T05:01:28.000Z,fujimaru_0402,かっぱえびせんは韓国でも有名ですよね？😋家の近くに明治の向上心があって雨の日はチョコレートのにおいでたまりませんね😋,152주답글 달기,,,0
461,2017-09-15T05:01:28.000Z,kureaaya,こんにちは😃買いました買いました~ストックが3種類あるんですが食べると無くなるのが嫌😆何で小出しにしてます 本当美味しいですよね 🇯🇵でも買えると良いのにね〜,152주답글 달기,,,0
462,2017-09-15T05:01:28.000Z,pada_2017,すごいおいしそうー( ゜ρ゜ )探してみよう🎵,151주답글 달기,,,0
463,2017-09-15T05:01:28.000Z,minsugaya0416,私も大好きです💕😆オリジナルしか食べた事ないので、ホットスパイシーまた食べて見ます🤤🤤🤤,151주답글 달기,,,0
464,2017-09-15T05:01:28.000Z,t120m44.ss1203,突然のフォローすいません🙇🏼‍♀️ よろしくお願いします😊✨,151주답글 달기,,,0
465,2017-09-15T05:01:28.000Z,star20020126,私も好きです👍,126주답글 달기,,,0
466,2017-06-14T16:59:51.000Z,templehealthlifestyle,Just love these #seaweed #seaweedcrisps #lowcarbfoods #weightlossfoods #healthyfood #healthybody #lovefood @templehealthweightloss,34,#seaweed #seaweedcrisps #lowcarbfoods #weightlossfoods #healthyfood #healthybody #lovefood,Just love theseseaweedseaweedcrispslowcarbfoodsweightlossfoodshealthyfoodhealthybodylovefoodtemplehealthweightloss,34
467,2019-06-04T13:19:41.000Z,seamanchips,Best catch of the day 🎣 📸 Jack Sparrow #seaweedcrisps #tangchips #seamanchips #seamanseaweedchips #superfood #cleanoceans #noplasticintheoceans #algenchips #trangtiltang #grenaa#squidpepper#bladderwrack #seaweed#tångchips,140,#seaweedcrisps #tangchips #seamanchips #seamanseaweedchips #superfood #cleanoceans #noplasticintheoceans #algenchips #trangtiltang #grenaasquidpepperbladderwrack #seaweedtngchips,Best catch of the day Jack Sparrowseaweedcrispstangchipsseamanchipsseamanseaweedchipssuperfoodcleanoceansnoplasticintheoceansalgenchipstrangtiltanggrenaa squidpepper bladderwrackseaweed t ngchips,140
468,2018-03-21T04:52:53.000Z,chiezoo83131,いただいた韓国土産がまぁー美味しいこと😋#韓国#釜山#お土産#韓国のり#アーモンド#コラボ#seaweedcrisps#korea,46,,seaweedcrisps korea,46
469,2018-03-21T04:52:53.000Z,babarazu,これ止まらないやつ🤣💕,125주답글 달기,,,0
470,2018-02-17T19:32:13.000Z,midsummerally,Bibigo crispy seaweed. Masarap pero mahal. Used to be 7AED at Hanarum in Karama. I will not buy this again this year. Medyo tipid tipid. And be thankful nalang na at least natikman kona. There are at least hundred Asian snacks na pwede kopa tikman in the future. ✨ #AnythingAsian #AsianSnacksAndIngredientsInUAE #AsianSnacksAndIngredients #Bibigo #SeaweedCrisps #BibigoSeaweedCrisps #CrispySeaweed,,#AnythingAsian #AsianSnacksAndIngredientsInUAE #AsianSnacksAndIngredients #Bibigo #SeaweedCrisps #BibigoSeaweedCrisps #CrispySeaweed,Bibigo crispy seaweedMasarap pero mahalUsed to be 7AED at Hanarum in KaramaI will not buy this again this yearMedyo tipid tipidAnd be thankful nalang na at least natikman konaThere are at least hundred Asian snacks na pwede kopa tikman in the future AnythingAsianAsianSnacksAndIngredientsInUAEAsianSnacksAndIngredientsBibigoSeaweedCrispsBibigoSeaweedCrispsCrispySeaweed,0
471,2019-05-10T14:12:57.000Z,fabfoodieswede,I could eat this starter every day Thank you @sofia_b_olsson Nori crisps with a sesame mayo! Omg!! Photo Malin Nordblom #gothenburgrestaurant #göteborgrestaurang #restaurantgothenburg #restaurangstockholm #göteborg #gothenburg #theartofplating #foodspotting #cuisine #gastronogram #food #foodstagram #deliciousfood #deliciousfoods #chefsofiaolsson #visitsweden #gowest #noricrisps #vrå #restaurangvrå #restaurantvrå #restaurantvra #sesamemayo #sesamemayonnaise #sesammajonäs #nori #seaweedcrisps #visitswedenfood #westsweden #thisisgbg #gothenburg,257,#gothenburgrestaurant #gteborgrestaurang #restaurantgothenburg #restaurangstockholm #gteborg #gothenburg #theartofplating #foodspotting #cuisine #gastronogram #food #foodstagram #deliciousfood #deliciousfoods #chefsofiaolsson #visitsweden #gowest #noricrisps #vr #restaurangvr #restaurantvr #restaurantvra #sesamemayo #sesamemayonnaise #sesammajons #nori #seaweedcrisps #visitswedenfood #westsweden #thisisgbg #gothenburg,I could eat this starter every day Thank yousofia b olsson Nori crisps with a sesame mayoOmg Photo Malin Nordblomgothenburgrestaurantg teborgrestaurangrestaurantgothenburgrestaurangstockholmg teborggothenburgtheartofplatingfoodspottingcuisinegastronogramfoodfoodstagramdeliciousfooddeliciousfoodschefsofiaolssonvisitswedengowestnoricrispsvr restaurangvr restaurantvr restaurantvrasesamemayosesamemayonnaisesesammajon snoriseaweedcrispsvisitswedenfoodwestswedenthisisgbggothenburg,257
472,2019-05-10T14:12:57.000Z,bruquescake,Riquísimo 😋😋😋🤤🤤,65주좋아요 1개답글 달기,,Riqu simo, 1
473,2019-05-10T14:12:57.000Z,cpoyee,Yummy 😍,65주좋아요 1개답글 달기,,Yummy, 1
474,2019-05-10T14:12:57.000Z,sofia_b_olsson,❤️,65주좋아요 1개답글 달기,,, 1
475,2019-05-10T14:12:57.000Z,jetfreshseafood,😱🔥🔥,65주좋아요 1개답글 달기,,, 1
476,2019-05-10T14:12:57.000Z,veronicalavenia_,Never tried sesame mayo. It must be delicious!🧡,65주답글 달기,,Never tried sesame mayoIt must be delicious,0
477,2019-05-10T14:12:57.000Z,lakebraddockphotography,❤️,65주답글 달기,,,0
478,2019-05-10T14:12:57.000Z,philly_me,👍👋,65주좋아요 1개답글 달기,,, 1
479,2019-05-10T14:12:57.000Z,cheffallon,Absolutely incredible 🙌🏾❤️😍,65주좋아요 1개답글 달기,,Absolutely incredible, 1
480,2019-05-10T14:12:57.000Z,wellandzen,So good 💗,65주답글 달기,,So good,0
481,2019-05-10T14:12:57.000Z,jayned.5,"Yum, love nori crisps 😋😋",65주좋아요 1개답글 달기,,Yumlove nori crisps, 1
482,2019-05-10T14:12:57.000Z,rationsandoldfashioneds,"Omg. Did you say ""sesame mayo"" or ""heaven"" ... they sound the same to me 🤤",65주좋아요 1개답글 달기,,OmgDid you saysesame mayoorheaventhey sound the same to me, 1
483,2019-05-10T14:12:57.000Z,bangtangpottspoint,Really like this!,62주좋아요 1개답글 달기,,Really like this, 1
484,2020-05-16T15:21:03.000Z,findtinabondoc,"Because their wish is my command 🤣... I basically just use my kids’ “needs” as an excuse to flex my right brain and make sure it is still working...And just like one of life’s lessons — What matters most is what’s on the inside — let’s make it rain #asiancandystore shall we? #pocky #hichew #hellopanda #meijichocolate #japanesegummies ...I mean, how often do #seaweedcrisps fall from a piñata?..#diypiñata #diywatermelonpinata #laboroflove #piñatafillers #quarantinebirthday",39,#asiancandystore #pocky #hichew #hellopanda #meijichocolate #japanesegummies #seaweedcrisps #diywatermelonpinata #laboroflove #piatafillers #quarantinebirthday,Because their wish is my commandI basically just use my kids needsas an excuse to flex my right brain and make sure it is still working And just like one of life s lessons What matters most is what s on the inside let s make it rainasiancandystore shall we pockyhichewhellopandameijichocolatejapanesegummiesI meanhow often doseaweedcrisps fall from a pi atadiypi atadiywatermelonpinatalaboroflovepi atafillersquarantinebirthday,39
485,2020-05-16T15:21:03.000Z,paulinieeeee,Incredible!!!! And all of my daughters favsssss,12주좋아요 1개답글 달기,,Incredible And all of my daughters favsssss, 1
486,2020-05-16T15:21:03.000Z,chiera21,You are amazing!!!,12주좋아요 1개답글 달기,,You are amazing, 1
487,2020-05-16T15:21:03.000Z,jonjaaay,Can't wait for this,12주좋아요 1개답글 달기,,Can t wait for this, 1
488,2020-05-16T15:21:03.000Z,marinavdesignstudio,💚🎉👏,12주좋아요 1개답글 달기,,, 1
489,2020-05-16T15:21:03.000Z,halcyon_health_wellness,Brilliant!!! Amazing! 👏 💪🏽 🔥 🍉,12주좋아요 1개답글 달기,,BrilliantAmazing, 1
490,2020-05-16T15:21:03.000Z,jennyjdavid,Ikaw na talaga! 🙌🎉❤️,12주좋아요 1개답글 달기,,Ikaw na talaga, 1
491,2020-05-16T15:21:03.000Z,debi.duprey,Great job!!,12주좋아요 1개답글 달기,,Great job, 1
492,2020-05-16T15:21:03.000Z,andreazna,Wow just wow,12주좋아요 1개답글 달기,,Wow just wow, 1
493,2019-03-09T20:47:02.000Z,hibs_healthinblack,Spring forward and try our Almond Seaweed Laver Crisps!📸: @asian_snack_guy ...#seaweedcrisps #seaweedsnack #seaweed #seaweedlavercrisps #seaweedsnacks #healthyfood #healthy #healthysnack #snackfood #snack #snacktime #snacklovers #instasnack #foodie #foodies #foodiesofinstagram #foodphotography #foodography #foodstyling #foodstyling #foodblogger #veganfood #vegansnack #naturalfood #natural #yummy #yum #nomnom #delicious,30,#seaweedsnack #seaweed #seaweedlavercrisps #seaweedsnacks #healthyfood #healthy #healthysnack #snackfood #snack #snacktime #snacklovers #instasnack #foodie #foodies #foodiesofinstagram #foodphotography #foodography #foodstyling #foodstyling #foodblogger #veganfood #vegansnack #naturalfood #natural #yummy #yum #nomnom #delicious,Spring forward and try our Almond Seaweed Laver Crisps asian snack guy seaweedcrispsseaweedsnackseaweedseaweedlavercrispsseaweedsnackshealthyfoodhealthyhealthysnacksnackfoodsnacksnacktimesnackloversinstasnackfoodiefoodiesfoodiesofinstagramfoodphotographyfoodographyfoodstylingfoodstylingfoodbloggerveganfoodvegansnacknaturalfoodnaturalyummyyumnomnomdelicious,30
494,2019-03-09T20:47:02.000Z,_quantobasta,👨‍🍳,74주좋아요 1개답글 달기,,, 1
495,2019-03-09T20:47:02.000Z,asiansnackguy,🙌 My favorite !!,74주좋아요 1개답글 달기,,My favorite, 1
496,2019-03-09T20:47:02.000Z,smfoodiepoet,I ❤️ this! 👏🏽 👏🏽,70주좋아요 1개답글 달기,,Ithis, 1
497,2019-03-09T20:47:02.000Z,snackcandyfoodcookiedrink,That's nice🔝,68주좋아요 1개답글 달기,,That s nice, 1
498,2018-12-10T07:14:18.000Z,hibs_healthinblack,"Our Seaweed Laver Crisps comes in four flavors (Pumpkin Seed, Purple Rice, Red Wheat, and Almond) and are now available for purchase! Check out the link in our bio! #naturalfood #natural #food #vegan #veganfood #vegansnacks #vegansnack #vegetarian #seaweed #seaweedlavercrisps #seaweedcrisps #seaweedsnacks #seaweedsnack #snack #healthy #healthysnack #foods #glutenfree #nyc #nyceats #nycfood #nycfoodie #taiwanesefood #taiwanesesnack #madeintaiwan",75,#naturalfood #natural #food #vegan #veganfood #vegansnacks #vegansnack #vegetarian #seaweed #seaweedlavercrisps #seaweedcrisps #seaweedsnacks #seaweedsnack #snack #healthy #healthysnack #foods #glutenfree #nyc #nyceats #nycfood #nycfoodie #taiwanesefood #taiwanesesnack #madeintaiwan,Our Seaweed Laver Crisps comes in four flavorsPumpkin SeedPurple RiceRed Wheatand Almondand are now available for purchaseCheck out the link in our bio naturalfoodnaturalfoodveganveganfoodvegansnacksvegansnackvegetarianseaweedseaweedlavercrispsseaweedcrispsseaweedsnacksseaweedsnacksnackhealthyhealthysnackfoodsglutenfreenycnyceatsnycfoodnycfoodietaiwanesefoodtaiwanesesnackmadeintaiwan,75
499,2018-12-10T07:14:18.000Z,xhuliocooks,Such a great feed! What do you think of mine?,87주좋아요 1개답글 달기,,Such a great feedWhat do you think of mine, 1
500,2018-12-10T07:14:18.000Z,chuckvalla,👋👌,87주좋아요 1개답글 달기,,, 1
501,2018-12-10T07:14:18.000Z,cutestsin,📿,87주좋아요 1개답글 달기,,, 1
502,2018-12-10T07:14:18.000Z,kayla.me.me,👍🏻😃✨,87주좋아요 1개답글 달기,,, 1
503,2020-01-22T16:05:19.000Z,abakusfoods,Not to sound too cheesy but ... we cannot get enough of our Seaweed Crisps 🧀 🤩 .The vegan cheese flavour is made with nutritional yeast so contains important vitamins including Vitamin B12 💛 .#cheesy #cheeze #seaweedcrisps #happyhumpday #humpday #seaweed #superfood #nutrionalyeast #vegan #natural #glutenfree #wholefoods,79,#cheeze #seaweedcrisps #happyhumpday #humpday #seaweed #superfood #nutrionalyeast #vegan #natural #glutenfree #wholefoods,Not to sound too cheesy but we cannot get enough of our Seaweed CrispsThe vegan cheese flavour is made with nutritional yeast so contains important vitamins including Vitamin B12 cheesycheezeseaweedcrispshappyhumpdayhumpdayseaweedsuperfoodnutrionalyeastvegannaturalglutenfreewholefoods,79
504,2020-01-22T16:05:19.000Z,abakusfoods,#vegansofig #vitaminb12 #wednesdaywisdom #healthysnack #vegansnack #whatveganseat #highinfibre #lowincalories #eatwelllivewell #vegancheese #plantpowered #coeliac,29주답글 달기,#vegansofig #vitaminb12 #wednesdaywisdom #healthysnack #vegansnack #whatveganseat #highinfibre #lowincalories #eatwelllivewell #vegancheese #plantpowered #coeliac,vegansofigvitaminb12wednesdaywisdomhealthysnackvegansnackwhatveganseathighinfibrelowincalorieseatwelllivewellvegancheeseplantpoweredcoeliac,0
505,2020-01-22T16:05:19.000Z,jade.life.travels.26,BEST THINGS EVER 🤩🤤,19주답글 달기,,BEST THINGS EVER,0
506,2017-09-02T06:34:28.000Z,hannahsanguineti,"Lazy trip to the local dog beach, today.Excuse the plastic, all our PlanetBoxes were in the dishwasher - yes.. all six of them.. 😬#TeriyakiChickenSkewers#Guacamole #Berries #BioCheese #SeaweedCrisps got eaten as soon as the lid came off 😕 #HungryBuggers#Paleo #WahlsProtocol #Keto #CleanEating #Organic #GrainFree #DairyFree #SoyFree #SugarFree #LegumeFree #Healthy #Beach #Saturday #Family #Fun #PackedLunch",55,#Berries #BioCheese #SeaweedCrisps #HungryBuggersPaleo #WahlsProtocol #Keto #CleanEating #Organic #GrainFree #DairyFree #SoyFree #SugarFree #LegumeFree #Healthy #Beach #Saturday #Family #Fun #PackedLunch,Lazy trip to the local dog beachtoday Excuse the plasticall our PlanetBoxes were in the dishwasher yes all six of them TeriyakiChickenSkewers GuacamoleBerriesBioCheeseSeaweedCrisps got eaten as soon as the lid came offHungryBuggers PaleoWahlsProtocolKetoCleanEatingOrganicGrainFreeDairyFreeSoyFreeSugarFreeLegumeFreeHealthyBeachSaturdayFamilyFunPackedLunch,55
507,2017-09-02T06:34:28.000Z,advanced.nutrition,Like it :),153주좋아요 1개답글 달기,,Like it, 1
508,2019-11-20T23:46:19.000Z,sfpeninsulamom,Wednesday's snacks in @sagespoonfuls tough glass bowls: 🍁 Fuyu persimmon.🍁 seaweed crisps.Fuyu Persimmon is one of my favorite fruits. I like it best when it has riped and becomes soft. What is your favorite fruit?......#sagespoonfuls #teamsagemama #seaweedcrisps #persimmon #persimmons #persimmonseason #fuyupersimmon #fuyupersimmons #kidssnacks #kidssnacksforschool #schoolsnacks #easysnacks #easysnackideas #schoolsnackideas #kidssnackideas #sfpeninsulamom #lifeasamom #sahmlife #yummysnacks #yummykidssnacks,39,#teamsagemama #seaweedcrisps #persimmon #persimmons #persimmonseason #fuyupersimmon #fuyupersimmons #kidssnacks #kidssnacksforschool #schoolsnacks #easysnacks #easysnackideas #schoolsnackideas #kidssnackideas #sfpeninsulamom #lifeasamom #sahmlife #yummysnacks #yummykidssnacks,Wednesday s snacks insagespoonfuls tough glass bowlsFuyu persimmon seaweed crisps Fuyu Persimmon is one of my favorite fruitsI like it best when it has riped and becomes softWhat is your favorite fruitsagespoonfulsteamsagemamaseaweedcrispspersimmonpersimmonspersimmonseasonfuyupersimmonfuyupersimmonskidssnackskidssnacksforschoolschoolsnackseasysnackseasysnackideasschoolsnackideaskidssnackideassfpeninsulamomlifeasamomsahmlifeyummysnacksyummykidssnacks,39
509,2019-11-20T23:46:19.000Z,stayingblonde,I have persimmons at home and I do t know what to do with them.,38주좋아요 1개답글 달기,,I have persimmons at home and I do t know what to do with them, 1
510,2019-11-20T23:46:19.000Z,behabbi,Love these snacks,38주좋아요 1개답글 달기,,Love these snacks, 1
511,2019-11-20T23:46:19.000Z,wanderlovinglife,Now I’m craving seaweed crisps 😍 where do you get yours?? I’m going through a berry phase re: fav fruit,38주좋아요 1개답글 달기,,Now I m craving seaweed crisps where do you get yours I m going through a berry phase refav fruit, 1
512,2015-03-08T11:36:37.000Z,sakilabdulkhalid,Kita rasa kita nk bg best price la kat korang-korang @ pelanggan-pelanggan @ministryofshopaholic la...harga biasa rm13...tp kali nih kita nak jual rm11 je...less rm2 kat uolls semua...buat kudap2 kat opis atau dalam kereta...hilangkan ngantuk tuh...heheh...SEAWEED CRISPS ni hanya di @ministryofshopaholic  sahaja...so kiranya edisi terhad jugak la...hehehhehehehe...jgn lupa datang tau...untuk dptkan seaweed crisps nih... #moshputrajaya #putrajaya #bangi #kajang #vendormalaysia  ##vendorboutique #vendorcafe #seaweedcrisps #instaniaga #cyberjaya #upm #ukm #uniten,16,#moshputrajaya #putrajaya #bangi #kajang #vendormalaysia #vendorboutique #vendorcafe #seaweedcrisps #instaniaga #cyberjaya #upm #ukm #uniten,Kita rasa kita nk bg best price la kat korang korang pelanggan pelangganministryofshopaholic la harga biasa rm13 tp kali nih kita nak jual rm11 je less rm2 kat uolls semua buat kudap2 kat opis atau dalam kereta hilangkan ngantuk tuh heheh SEAWEED CRISPS ni hanya diministryofshopaholicsahaja so kiranya edisi terhad jugak la hehehhehehehe jgn lupa datang tau untuk dptkan seaweed crisps nih moshputrajayaputrajayabangikajangvendormalaysiavendorboutiquevendorcafeseaweedcrispsinstaniagacyberjayaupmukmuniten,16
513,2015-03-08T11:36:37.000Z,publicscapes,"Calling for vendors! Few slot left to grab. If interested, feel free to contact us.",283주답글 달기,,Calling for vendorsFew slot left to grabIf interestedfeel free to contact us,0
514,2017-03-16T20:41:36.000Z,byol_byol,#malevichcrisps #malevich #seaweedcrisps #vegan #snacks #koreanfood #traditonalkoreanfood #sidedish #anju #withbeer #lecker #seetang #algen #nori,21,#malevichcrisps #malevich #seaweedcrisps #vegan #snacks #koreanfood #traditonalkoreanfood #sidedish #anju #withbeer #lecker #seetang #algen #nori,malevichcrispsmalevichseaweedcrispsvegansnackskoreanfoodtraditonalkoreanfoodsidedishanjuwithbeerleckerseetangalgennori,21
515,2017-03-16T20:41:36.000Z,verde.gourmet,😃,178주답글 달기,,,0
516,2017-03-16T20:41:36.000Z,hyojukimhyoju,yummy seaweed chips!!,178주답글 달기,,yummy seaweed chips,0
517,2016-09-19T11:13:57.000Z,donnawoo0430,"止まらない！おつまみにピッタリ♫ セブンイレブンで2＋1 W4,000でした！わたし的にはHOT SPICYが一番かな。もっと買ってくればよかった😍 #韓国土産 #b!bigo #seaweedcrisps",4,#bbigo #seaweedcrisps,2 1 W4 000HOT SPICYb bigoseaweedcrisps,4
